Entry,Entryname,Status,Proteinnames,Genenames,Organism,Length,ECnumber,Geneontology,Crossreference
B4DPU9,B4DPU9_HUMAN,unreviewed,"cDNA FLJ55129, highly similar to HMG box-containing protein 1",Homo sapiens (Human),433,,,"nucleus [GO:0005634]; DNA binding [GO:0003677]; RNA binding [GO:0003723]; regulation of transcription, DNA-templated [GO:0006355]",IPR003652;IPR036096;IPR039655;IPR009071;IPR036910;
A0A2R8YD35,A0A2R8YD35_HUMAN,unreviewed,Histone deacetylase 6 (Fragment),Homo sapiens (Human),110,HDAC6,,,IPR037138;IPR023696;
B4E0H0,B4E0H0_HUMAN,unreviewed,cDNA FLJ61747,Homo sapiens (Human),140,,,,
B3KUU6,B3KUU6_HUMAN,unreviewed,"cDNA FLJ40653 fis, clone THYMU2018673",Homo sapiens (Human),113,,,,IPR039868;IPR013636;
I6M4H7,I6M4H7_HUMAN,unreviewed,MHC class I antigen (Fragment),Homo sapiens (Human),273,HLA,,,IPR007110;IPR036179;IPR013783;IPR003006;IPR003597;IPR011161;IPR037055;IPR011162;IPR001039;
B5MBY2,B5MBY2_HUMAN,unreviewed,Diacylglycerol kinase (DAG kinase) (EC 2.7.1.107),Homo sapiens (Human),803,DGKB,2.7.1.107,ATP binding [GO:0005524]; calcium ion binding [GO:0005509]; diacylglycerol kinase activity [GO:0004143]; NAD+ kinase activity [GO:0003951]; intracellular signal transduction [GO:0035556]; protein kinase C-activating G protein-coupled receptor signaling pathway [GO:0007205],IPR017438;IPR029477;IPR037607;IPR038199;IPR000756;IPR001206;IPR011992;IPR018247;IPR002048;IPR016064;IPR002219;
C9JUW7,C9JUW7_HUMAN,unreviewed,Chemokine-like protein TAFA-4 (Fragment),Homo sapiens (Human),77,TAFA4,,,IPR020350;
S6CPZ9,S6CPZ9_HUMAN,unreviewed,MHC class II antigen (Fragment),Homo sapiens (Human),183,HLA-DQB1,,integral component of membrane [GO:0016021]; MHC class II protein complex [GO:0042613]; adaptive immune response [GO:0002250]; antigen processing and presentation of peptide or polysaccharide antigen via MHC class II [GO:0002504],IPR007110;IPR036179;IPR013783;IPR003006;IPR003597;IPR011162;IPR014745;IPR000353;
B4DL75,B4DL75_HUMAN,unreviewed,"cDNA FLJ56597, highly similar to Cell division protein kinase 8",Homo sapiens (Human),403,,,ATP binding [GO:0005524]; protein kinase activity [GO:0004672]; cell division [GO:0051301],IPR011009;IPR000719;IPR008271;
A0A087WYG2,A0A087WYG2_HUMAN,unreviewed,C-Jun-amino-terminal kinase-interacting protein 3,Homo sapiens (Human),1337,MAPK8IP3,,axolemma [GO:0030673]; axon cytoplasm [GO:1904115]; cell body [GO:0044297]; dendrite [GO:0030425]; Golgi membrane [GO:0000139]; perinuclear region of cytoplasm [GO:0048471]; smooth endoplasmic reticulum [GO:0005790]; JUN kinase binding [GO:0008432]; kinesin binding [GO:0019894]; MAP-kinase scaffold activity [GO:0005078]; mitogen-activated protein kinase kinase binding [GO:0031434]; mitogen-activated protein kinase kinase kinase binding [GO:0031435]; activation of JUN kinase activity [GO:0007257]; anterograde axonal protein transport [GO:0099641]; axon guidance [GO:0007411]; axon regeneration [GO:0031103]; forebrain development [GO:0030900]; in utero embryonic development [GO:0001701]; lung alveolus development [GO:0048286]; lung morphogenesis [GO:0060425]; positive regulation of neuron differentiation [GO:0045666]; positive regulation of neuron migration [GO:2001224]; post-embryonic development [GO:0009791]; regulation of gene expression [GO:0010468]; respiratory gaseous exchange by respiratory system [GO:0007585]; vesicle-mediated transport [GO:0016192],IPR039911;IPR032486;IPR019143;IPR034743;IPR034744;IPR015943;IPR036322;
A0A186VNG3,A0A186VNG3_HUMAN,unreviewed,MHC class II antigen (Fragment),Homo sapiens (Human),89,HLA-DRB1,,MHC class II protein complex [GO:0042613]; antigen processing and presentation [GO:0019882]; immune response [GO:0006955],IPR011162;IPR014745;IPR000353;
B4DUH0,B4DUH0_HUMAN,unreviewed,"cDNA FLJ54163, highly similar to Centaurin-alpha 1",Homo sapiens (Human),260,,,GTPase activator activity [GO:0005096]; phosphatidylinositol bisphosphate binding [GO:1902936],IPR011993;IPR037849;IPR037851;IPR001849;
Q59EX2,Q59EX2_HUMAN,unreviewed,"Farnesyltransferase, CAAX box, alpha variant (Fragment)",Homo sapiens (Human),69,,,transferase activity [GO:0016740],
Q5EIV0,Q5EIV0_HUMAN,unreviewed,Neuronal acetylcholine receptor alpha 4 subunit (Fragment),Homo sapiens (Human),63,CHRNA4,,,
H0YD72,H0YD72_HUMAN,unreviewed,Liprin-alpha-1 (Fragment),Homo sapiens (Human),237,PPFIA1,,,IPR029515;IPR030438;
A0A087X0R9,A0A087X0R9_HUMAN,unreviewed,Neutral and basic amino acid transport protein rBAT,Homo sapiens (Human),552,SLC3A1,,integral component of membrane [GO:0016021]; catalytic activity [GO:0003824]; carbohydrate metabolic process [GO:0005975],IPR006047;IPR017853;
A0A0A0YLF2,A0A0A0YLF2_HUMAN,unreviewed,DNA polymerase catalytic subunit (Fragment),Homo sapiens (Human),189,U38,,DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; nucleotide binding [GO:0000166],IPR006172;IPR017964;IPR006134;IPR023211;
A0A3Q9CRG9,A0A3Q9CRG9_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 7.1.1.2),Homo sapiens (Human),603,ND5,7.1.1.2,integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; respirasome [GO:0070469]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; ATP synthesis coupled electron transport [GO:0042773],IPR010934;IPR003945;IPR001750;IPR001516;
A8K548,A8K548_HUMAN,unreviewed,"cDNA FLJ75008, highly similar to Homo sapiens proline-, glutamic acid-, leucine-rich protein 1 (PELP1), mRNA",Homo sapiens (Human),1130,,,,IPR016024;IPR012583;IPR012980;
B4F4R9,B4F4R9_HUMAN,unreviewed,"Rhesus blood group, D antigen",Homo sapiens (Human),117,RHD,,integral component of membrane [GO:0016021]; ammonium transmembrane transporter activity [GO:0008519],IPR029020;IPR024041;IPR002229;
Q9TP31,Q9TP31_HUMAN,unreviewed,MHC class I antigen (Fragment),Homo sapiens (Human),181,HLA-B,,,IPR011161;IPR037055;IPR011162;IPR001039;
A0A0K0KR80,A0A0K0KR80_HUMAN,unreviewed,MHC class I antigen (Fragment),Homo sapiens (Human),181,HLA-B,,,IPR011161;IPR037055;IPR011162;IPR001039;
F4MHM9,F4MHM9_HUMAN,unreviewed,Ubiquitously transcribed tetratricopeptide repeat protein Y-linked transcript variant 270,Homo sapiens (Human),538,UTY,,histone demethylase activity (H3-K27 specific) [GO:0071558]; metal ion binding [GO:0046872]; regulation of gene expression [GO:0010468],IPR029516;IPR013026;IPR011990;IPR019734;
A0A0A7UZC4,A0A0A7UZC4_HUMAN,unreviewed,MHC class I antigen (Fragment),Homo sapiens (Human),91,HLA-C,,,IPR011161;IPR037055;IPR011162;IPR001039;
V9GY04,V9GY04_HUMAN,unreviewed,Single-minded homolog 2 (Fragment),Homo sapiens (Human),73,SIM2,,"regulation of transcription, DNA-templated [GO:0006355]",IPR000014;IPR035965;IPR013767;
A0A1L2BM39,A0A1L2BM39_HUMAN,unreviewed,MHC class I antigen (Fragment),Homo sapiens (Human),181,HLA-A,,,IPR011161;IPR037055;IPR011162;IPR001039;
A9X444,A9X444_HUMAN,unreviewed,Muscle nicotinic acetylcholine receptor (Fragment),Homo sapiens (Human),89,,,integral component of membrane [GO:0016021]; extracellular ligand-gated ion channel activity [GO:0005230]; transmembrane signaling receptor activity [GO:0004888],IPR006202;IPR036734;IPR006201;
X1WI33,X1WI33_HUMAN,unreviewed,DPY30 domain-containing protein 1 (Fragment),Homo sapiens (Human),152,DYDC1,,MLL3/4 complex [GO:0044666]; Set1C/COMPASS complex [GO:0048188],IPR007858;IPR037856;
A9LSF6,A9LSF6_HUMAN,unreviewed,IRF-5 variant 12 (Fragment),Homo sapiens (Human),155,,,DNA-binding transcription factor activity [GO:0003700]; transcription regulatory region DNA binding [GO:0044212]; cytokine-mediated signaling pathway [GO:0019221]; defense response to virus [GO:0051607]; regulation of transcription by RNA polymerase II [GO:0006357],IPR019817;IPR001346;IPR029838;IPR036388;IPR036390;
A0A1B0GWE4,A0A1B0GWE4_HUMAN,unreviewed,Testis-expressed protein 51 (Fragment),Homo sapiens (Human),132,TEX51,,,
D6MJD5,D6MJD5_HUMAN,unreviewed,MHC class I antigen (Fragment),Homo sapiens (Human),181,HLA-A,,,IPR011161;IPR037055;IPR011162;IPR001039;
Q9NR94,Q9NR94_HUMAN,unreviewed,Zinc finger protein,Homo sapiens (Human),686,,,nucleic acid binding [GO:0003676],IPR036236;IPR013087;
A0A1S5UZH4,A0A1S5UZH4_HUMAN,unreviewed,Neuronal cell adhesion molecule,Homo sapiens (Human),1167,NRCAM,,integral component of membrane [GO:0016021],IPR003961;IPR036116;IPR007110;IPR036179;IPR013783;IPR003006;IPR013098;IPR003599;IPR003598;IPR026966;
H0YEG3,H0YEG3_HUMAN,unreviewed,Histone acetyltransferase KAT5 (Fragment),Homo sapiens (Human),95,KAT5,,NuA4 histone acetyltransferase complex [GO:0035267]; histone acetyltransferase activity [GO:0004402],IPR016181;IPR037995;IPR036388;
Q05D65,Q05D65_HUMAN,unreviewed,ZFR protein,Homo sapiens (Human),189,ZFR,,,
F8R8J4,F8R8J4_HUMAN,unreviewed,MHC class I antigen (Fragment),Homo sapiens (Human),181,HLA-B,,,IPR011161;IPR037055;IPR011162;IPR001039;
B7Z8U0,B7Z8U0_HUMAN,unreviewed,Palmitoyltransferase (EC 2.3.1.225),Homo sapiens (Human),187,,2.3.1.225,integral component of membrane [GO:0016021]; protein-cysteine S-palmitoyltransferase activity [GO:0019706],IPR001594;
A0A1L2BMC6,A0A1L2BMC6_HUMAN,unreviewed,MHC class I antigen (Fragment),Homo sapiens (Human),181,HLA-C,,,IPR011161;IPR037055;IPR011162;IPR001039;
C6KIH0,C6KIH0_HUMAN,unreviewed,MHC class I antigen (Fragment),Homo sapiens (Human),181,HLA-B,,,IPR011161;IPR037055;IPR011162;IPR001039;
F4YU11,F4YU11_HUMAN,unreviewed,MHC class I antigen (Fragment),Homo sapiens (Human),181,HLA-A,,,IPR011161;IPR037055;IPR011162;IPR001039;
Q5T9E3,Q5T9E3_HUMAN,unreviewed,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase IB (Fragment)",Homo sapiens (Human),97,MAN1A2,,"membrane [GO:0016020]; calcium ion binding [GO:0005509]; mannosyl-oligosaccharide 1,2-alpha-mannosidase activity [GO:0004571]",IPR012341;IPR001382;IPR036026;
B7Z535,B7Z535_HUMAN,unreviewed,"cDNA FLJ51029, highly similar to NADPH oxidase 4",Homo sapiens (Human),391,,,integral component of membrane [GO:0016021]; oxidoreductase activity [GO:0016491],IPR000778;IPR013112;IPR017927;IPR013121;IPR039261;IPR017938;
A0A0A7C8H5,A0A0A7C8H5_HUMAN,unreviewed,MHC class II antigen (Fragment),Homo sapiens (Human),89,HLA-DQB1,,MHC class II protein complex [GO:0042613]; antigen processing and presentation [GO:0019882]; immune response [GO:0006955],IPR011162;IPR014745;IPR000353;
A0A0A7C5S3,A0A0A7C5S3_HUMAN,unreviewed,MHC class I antigen (Fragment),Homo sapiens (Human),181,HLA-B,,,IPR011161;IPR037055;IPR011162;IPR001039;
A0A0G2R182,A0A0G2R182_HUMAN,unreviewed,MHC class II antigen (Fragment),Homo sapiens (Human),89,HLA-DRB1,,MHC class II protein complex [GO:0042613]; antigen processing and presentation [GO:0019882]; immune response [GO:0006955],IPR011162;IPR014745;IPR000353;
B4DQK1,B4DQK1_HUMAN,unreviewed,Ubiquitin-like modifier-activating enzyme ATG7 (Autophagy-related protein 7),Homo sapiens (Human),681,,,phagophore assembly site [GO:0000407]; ubiquitin-like modifier activating enzyme activity [GO:0008641]; autophagy [GO:0006914]; protein transport [GO:0015031],IPR006285;IPR032197;IPR042522;IPR042523;IPR000594;IPR035985;
K7ENH4,K7ENH4_HUMAN,unreviewed,Phospholipid phosphatase 2 (Fragment),Homo sapiens (Human),136,PLPP2,,integral component of membrane [GO:0016021]; phosphatidate phosphatase activity [GO:0008195],IPR028674;IPR036938;IPR000326;
A0A087WTQ7,A0A087WTQ7_HUMAN,unreviewed,DNA damage-binding protein 2,Homo sapiens (Human),91,DDB2,,,
Q59FI9,Q59FI9_HUMAN,unreviewed,Ribosomal protein L12 variant (Fragment),Homo sapiens (Human),197,,,ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412],IPR000911;IPR036796;IPR020783;IPR036769;IPR020785;IPR020784;
B2RB98,B2RB98_HUMAN,unreviewed,"cDNA, FLJ95384, highly similar to Homo sapiens zinc finger protein 317 (ZNF317), mRNA",Homo sapiens (Human),595,,,"metal ion binding [GO:0046872]; nucleic acid binding [GO:0003676]; regulation of transcription, DNA-templated [GO:0006355]",IPR001909;IPR036051;IPR036236;IPR013087;
C9J1K5,C9J1K5_HUMAN,unreviewed,"Sterol 26-hydroxylase, mitochondrial (Fragment)",Homo sapiens (Human),221,CYP27A1,,"heme binding [GO:0020037]; iron ion binding [GO:0005506]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]",IPR001128;IPR036396;
E9PFL1,E9PFL1_HUMAN,unreviewed,Mediator of RNA polymerase II transcription subunit 24 (Fragment),Homo sapiens (Human),301,MED24,,mediator complex [GO:0016592],IPR021429;
D6RG03,D6RG03_HUMAN,unreviewed,3-oxo-5-alpha-steroid 4-dehydrogenase 1,Homo sapiens (Human),135,SRD5A1,,,IPR039357;
F5H5R4,F5H5R4_HUMAN,unreviewed,Mas-related G-protein-coupled receptor member F,Homo sapiens (Human),104,MRGPRF,,,
H7C1Q4,H7C1Q4_HUMAN,unreviewed,Cis-aconitate decarboxylase,Homo sapiens (Human),481,ACOD1,,lyase activity [GO:0016829],IPR036148;IPR042183;IPR042188;IPR005656;
A0A1X9I5Z5,A0A1X9I5Z5_HUMAN,unreviewed,MHC class II antigen (Fragment),Homo sapiens (Human),89,HLA-DRB4,,MHC class II protein complex [GO:0042613]; antigen processing and presentation [GO:0019882]; immune response [GO:0006955],IPR011162;IPR014745;IPR000353;
G3V5S9,G3V5S9_HUMAN,unreviewed,rRNA-processing protein FCF1 homolog,Homo sapiens (Human),183,FCF1,,small-subunit processome [GO:0032040],IPR006984;IPR029060;IPR002716;
A0A075B702,A0A075B702_HUMAN,unreviewed,T cell receptor alpha joining 41 (Fragment),Homo sapiens (Human),21,TRAJ41,,,
F8W8U2,F8W8U2_HUMAN,unreviewed,MAP kinase-activating death domain protein,Homo sapiens (Human),439,MADD,,cytosol [GO:0005829]; plasma membrane [GO:0005886],IPR039980;
B6HY89,B6HY89_HUMAN,unreviewed,Interleukin 23 receptor (Fragment),Homo sapiens (Human),238,IL23R,,integral component of membrane [GO:0016021],IPR036116;IPR013783;
B7Z5Y3,B7Z5Y3_HUMAN,unreviewed,"cDNA FLJ52112, highly similar to C-myc promoter-binding protein",Homo sapiens (Human),660,,,,IPR001194;IPR005112;IPR023341;IPR037516;IPR005113;
B4DU66,B4DU66_HUMAN,unreviewed,"cDNA FLJ58944, highly similar to Angiotensin-converting enzyme, somatic isoform",Homo sapiens (Human),141,,,membrane [GO:0016020]; metallopeptidase activity [GO:0008237]; peptidyl-dipeptidase activity [GO:0008241],IPR001548;
Q8MH44,Q8MH44_HUMAN,unreviewed,MHC class II antigen (Fragment),Homo sapiens (Human),14,HLA-DQA1,,,
U5QB82,U5QB82_HUMAN,unreviewed,LILRB3 (Fragment),Homo sapiens (Human),354,LILRB3,,,IPR007110;IPR036179;IPR013783;IPR003599;IPR013151;
A0A0A7CAY8,A0A0A7CAY8_HUMAN,unreviewed,MHC class II antigen (Fragment),Homo sapiens (Human),89,HLA-DRB1,,MHC class II protein complex [GO:0042613]; antigen processing and presentation [GO:0019882]; immune response [GO:0006955],IPR011162;IPR014745;IPR000353;
A0A060N0U0,A0A060N0U0_HUMAN,unreviewed,MHC class I antigen (Fragment),Homo sapiens (Human),273,HLA-B,,,IPR007110;IPR036179;IPR013783;IPR003006;IPR003597;IPR011161;IPR037055;IPR011162;IPR001039;
H7C0E3,H7C0E3_HUMAN,unreviewed,Glutamine-rich protein 2 (Fragment),Homo sapiens (Human),495,QRICH2,,,IPR032013;
E1Y7F8,E1Y7F8_HUMAN,unreviewed,MHC class I antigen (Fragment),Homo sapiens (Human),273,HLA-C,,,IPR007110;IPR036179;IPR013783;IPR003006;IPR003597;IPR011161;IPR037055;IPR011162;IPR001039;
I4DCY7,I4DCY7_HUMAN,unreviewed,MHC classI antigen (Fragment),Homo sapiens (Human),337,HLA-B,,integral component of membrane [GO:0016021],IPR007110;IPR036179;IPR013783;IPR003006;IPR003597;IPR011161;IPR037055;IPR011162;IPR001039;
Q9MY02,Q9MY02_HUMAN,unreviewed,MHC class II antigen (Fragment),Homo sapiens (Human),74,,,MHC class II protein complex [GO:0042613]; antigen processing and presentation [GO:0019882]; immune response [GO:0006955],IPR011162;IPR014745;IPR000353;
A0A286YFK4,A0A286YFK4_HUMAN,unreviewed,Major facilitator superfamily domain-containing protein 8,Homo sapiens (Human),231,MFSD8,,integral component of plasma membrane [GO:0005887]; transmembrane transport [GO:0055085],IPR011701;IPR020846;IPR036259;
H3BTM8,H3BTM8_HUMAN,unreviewed,26S proteasome non-ATPase regulatory subunit 7,Homo sapiens (Human),198,PSMD7,,nucleoplasm [GO:0005654],IPR000555;IPR037518;
L0R5B5,L0R5B5_HUMAN,unreviewed,Alternative protein IRS2,Homo sapiens (Human),99,IRS2,,,
Q5JWS1,Q5JWS1_HUMAN,unreviewed,ERGIC and golgi 3 (Fragment),Homo sapiens (Human),129,ERGIC3 RP3-477O4.12-015,,integral component of membrane [GO:0016021],IPR012936;
Q5TB04,Q5TB04_HUMAN,unreviewed,"Neuroblastoma breakpoint family, member 9 (Fragment)",Homo sapiens (Human),682,NBPF9 RP4-791M13.1-001,,,IPR010630;
E9PG19,E9PG19_HUMAN,unreviewed,F-BAR and double SH3 domains protein 2,Homo sapiens (Human),764,FCHSD2,,,IPR027267;IPR031160;IPR001060;IPR034934;IPR035556;IPR035460;IPR036028;IPR001452;
Q9TQ34,Q9TQ34_HUMAN,unreviewed,MHC class I antigen (Fragment),Homo sapiens (Human),181,HLA-Cw,,,IPR011161;IPR037055;IPR011162;IPR001039;
A0A1D0C0D6,A0A1D0C0D6_HUMAN,unreviewed,KIR3DL1 protein,Homo sapiens (Human),444,KIR3DL1,,integral component of membrane [GO:0016021],IPR036179;IPR013783;IPR003599;IPR013151;
B0QYW5,B0QYW5_HUMAN,unreviewed,Peroxisomal membrane protein PMP34,Homo sapiens (Human),225,SLC25A17,,integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; peroxisome [GO:0005777]; transmembrane transporter activity [GO:0022857],IPR002113;IPR018108;IPR023395;
B4DKY9,B4DKY9_HUMAN,unreviewed,"cDNA FLJ61308, highly similar to Sentrin-specific protease 2",Homo sapiens (Human),413,,,cysteine-type peptidase activity [GO:0008234],IPR038765;IPR003653;
V9HWI4,V9HWI4_HUMAN,unreviewed,Epididymis luminal protein 110,Homo sapiens (Human),710,HEL110,,cytoplasm [GO:0005737]; extracellular space [GO:0005615]; iron ion binding [GO:0005506]; serine-type endopeptidase activity [GO:0004252]; antibacterial humoral response [GO:0019731]; antifungal humoral response [GO:0019732]; regulation of cytokine production [GO:0001817],IPR030684;IPR016357;IPR001156;IPR018195;
J3QSX6,J3QSX6_HUMAN,unreviewed,Actin-binding LIM protein 1,Homo sapiens (Human),401,ABLIM1,,actin binding [GO:0003779]; cytoskeleton organization [GO:0007010],IPR028448;IPR032402;IPR003128;IPR036886;
Q6ZVM6,Q6ZVM6_HUMAN,unreviewed,"cDNA FLJ42341 fis, clone UTERU1000148",Homo sapiens (Human),150,,,,
A0A1V0E3W4,A0A1V0E3W4_HUMAN,unreviewed,HLA-F (Fragment),Homo sapiens (Human),345,HLA-F,,integral component of membrane [GO:0016021],IPR007110;IPR036179;IPR013783;IPR003006;IPR003597;IPR011161;IPR037055;IPR011162;IPR001039;
A0A024R9F5,A0A024R9F5_HUMAN,unreviewed,GTP-binding protein,Homo sapiens (Human),296,GEM hCG_21652,,membrane [GO:0016020]; nucleus [GO:0005634]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; negative regulation of high voltage-gated calcium channel activity [GO:1901842]; signal transduction [GO:0007165],IPR027417;IPR017358;IPR005225;IPR001806;IPR020849;
A0A0C4DG24,A0A0C4DG24_HUMAN,unreviewed,Patatin-like phospholipase domain-containing protein 1,Homo sapiens (Human),533,PNPLA1,,hydrolase activity [GO:0016787]; lipid catabolic process [GO:0016042],IPR016035;IPR039180;IPR033562;IPR002641;
A0A0A7C870,A0A0A7C870_HUMAN,unreviewed,MHC class II antigen (Fragment),Homo sapiens (Human),87,HLA-DPB1,,MHC class II protein complex [GO:0042613]; antigen processing and presentation [GO:0019882]; immune response [GO:0006955],IPR011162;IPR014745;IPR000353;
A0A059RIX6,A0A059RIX6_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 7.1.1.2),Homo sapiens (Human),603,ND5,7.1.1.2,integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; respirasome [GO:0070469]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; ATP synthesis coupled electron transport [GO:0042773],IPR010934;IPR003945;IPR001750;IPR001516;
A0A120GWC2,A0A120GWC2_HUMAN,unreviewed,MHC class II antigen (Fragment),Homo sapiens (Human),89,HLA-DQB1,,MHC class II protein complex [GO:0042613]; antigen processing and presentation [GO:0019882]; immune response [GO:0006955],IPR011162;IPR014745;IPR000353;
B2R7Q9,B2R7Q9_HUMAN,unreviewed,"cDNA, FLJ93562",Homo sapiens (Human),543,,,,IPR031972;IPR023260;
E5RJE3,E5RJE3_HUMAN,unreviewed,RWD domain-containing protein 1 (Fragment),Homo sapiens (Human),51,RWDD1,,,
Q86VI6,Q86VI6_HUMAN,unreviewed,KIR1D splice variant,Homo sapiens (Human),222,,,,IPR036179;IPR013783;IPR013151;
